# Elastic cross section for O2. taken from J Korean Phys Soc. 32 p. 527-530 (1998)
#
# eV		m**2
#
1.73325572666	6.28618411395E-020
1.79875808058	6.46373988213E-020
1.90162889376	6.64631078354E-020
1.99189039384	6.89778537939E-020
2.12539617418	7.09261606834E-020
2.20571810838	7.29294982751E-020
2.28903279598	7.42963950759E-020
2.4652679838	7.78267746075E-020
2.60615912897	7.85527313264E-020
2.91266631604	8.1524908976E-020
3.2549175972	8.07714844365E-020
3.47307734891	8.30529071098E-020
3.81010584489	8.38276124248E-020
4.10314372857	8.46095440771E-020
4.45974225115	8.46095440771E-020
4.84742275077	8.53987694731E-020
5.36738857333	8.69993742701E-020
5.88835154159	8.86299787467E-020
6.16749883838	8.94567061665E-020
6.82906453453	9.11333677145E-020
7.42312335088	9.45815553723E-020
7.84750460417	9.63542705083E-020
8.53015729736	1E-019
8.93487747956	1.02824539736E-019
9.53391260746	1.06715082989E-019
10.4598674878	1.11785917776E-019
11.2643431526	1.12828640392E-019
12.1304651354	1.12828640392E-019
12.9427805618	1.12828640392E-019
14.19769172	1.09729292912E-019
14.7334187626	1.09729292912E-019
16.3126020742	1.07710505604E-019
17.5655758984	1.03783671935E-019
19.09146286	1.01874271499E-019
20.5574976808	9.72530489868E-020
22.3437041177	9.63542705083E-020
24.0590296236	9.11333677145E-020
25.6691817754	8.94567061665E-020
27.641868188	8.7810891651E-020
29.2194310148	8.53987694731E-020
31.1720335133	8.00250227816E-020
33.2576030364	7.78267746075E-020
34.8316349865	7.56889112339E-020
37.1627444661	7.42963950759E-020
39.6483831988	7.15877494894E-020
41.1436830051	7.09261606834E-020
43.8947682596	6.77088069232E-020
46.3990422188	6.52403269807E-020
47.7051484058	6.46373988213E-020
51.3684302194	6.17053159884E-020
54.8031963997	5.89062383489E-020
58.4665377865	5.57144364417E-020
61.8033106846	5.41839881654E-020
65.3292985796	5.22085865291E-020
67.7905976849	5.07744422325E-020
72.3234372379	4.84712110824E-020
73.6711807322	4.71397306585E-020
78.5986946427	4.54211435956E-020
83.0859909933	4.45854904551E-020
89.4645000703	4.21696503429E-020
93.6987192762	4.10112707055E-020
99.9639134964	3.91509167156E-020
107.642159211	3.77235801987E-020
116.984085314	3.5679548894E-020
123.662850928	3.50231205278E-020
130.715594387	3.34344011126E-020
139.461140606	3.25159744924E-020
151.561707016	3.0469895709E-020
164.71834828	2.90877197589E-020
177.377016188	2.85525671308E-020
185.772001551	2.77682420987E-020
198.193704637	2.65086186076E-020
207.573912317	2.57804398402E-020
215.390294845	2.48405547419E-020
225.584391078	2.41581968717E-020
236.260958437	2.3494583038E-020
